Year,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,City,County,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Extended-Release Opioid Claims,Extended-Release Opioid Prescribing Rate
2015,1760507313,HAIGHT,ROBIN,84720,Cedar City,Iron,UT,Dentist,17,0,0,,
2016,1669560975,FACKRELL,CRAIG,84720,Cedar City,Iron,UT,Dentist,15,,,0,
2016,1154596450,BROWN,DAVID,84720,Cedar City,Iron,UT,Family Practice,13,0,0,0,
2015,1417228032,CORRY,DOUGLAS,84720,Cedar City,Iron,UT,Dentist,13,,,,
2016,1760507313,HAIGHT,ROBIN,84720,Cedar City,Iron,UT,Dentist,11,0,0,0,
2015,1548252950,MORRILL,ARNOLD,84014,Centerville,Davis,UT,Family Practice,7122,590,0.0828,37,0.0627
2016,1548252950,MORRILL,ARNOLD,84014,Centerville,Davis,UT,Family Practice,6560,519,0.0791,58,0.1118
2016,1942306956,DRESCHER,RONALD,84015,Centerville,Davis,UT,Physician Assistant,3296,280,0.085,,
2015,1346235793,ANISMAN,DAVID,84014,Centerville,Davis,UT,Family Practice,3112,227,0.0729,13,0.0573
2016,1144339904,DIXON,TYLER,84015,Centerville,Davis,UT,Family Practice,2885,196,0.0679,,
2016,1346235793,ANISMAN,DAVID,84014,Centerville,Davis,UT,Family Practice,2750,185,0.0673,13,0.0703
2016,1548366552,ASTLE,NELSON,84015,Centerville,Davis,UT,Family Practice,1964,198,0.1008,18,0.0909
2015,1841444759,CAMPBELL,AARON,84014,Centerville,Davis,UT,Family Practice,1148,44,0.0383,,
2016,1922090356,LORE,STEVE,84014,Centerville,Davis,UT,Family Practice,1056,133,0.1259,11,0.0827
2015,1922090356,LORE,STEVE,84014,Centerville,Davis,UT,Family Practice,1003,90,0.0897,,
2015,1285667980,PHAM,MARIAN,84014,Centerville,Davis,UT,Internal Medicine,695,,,,
2016,1841444759,CAMPBELL,AARON,84014,Centerville,Davis,UT,Family Practice,171,,,0,
2015,1629242359,ALLEN,LEX,84014,Centerville,Davis,UT,Orthopedic Surgery,155,74,0.4774,,
2016,1629242359,ALLEN,LEX,84014,Centerville,Davis,UT,Orthopedic Surgery,117,62,0.5299,0,0
2016,1073776787,NELSON,JOHN,84014,Centerville,Davis,UT,Family Practice,97,31,0.3196,,
2016,1700090883,SAMUELSON,KIM,84014,Centerville,Davis,UT,Dentist,83,,,0,
2016,1487860326,HUFFAKER,TODD,84014,Centerville,Davis,UT,Dentist,80,,,0,
2015,1487860326,HUFFAKER,TODD,84014,Centerville,Davis,UT,Dentist,80,,,,
2015,1467860890,GOMEZ,ERNEST,84014,Centerville,Davis,UT,Dentist,73,32,0.4384,,
2015,1851497366,ASAY,GAYLEN,84014,Centerville,Davis,UT,Dentist,64,,,,
2016,1851497366,ASAY,GAYLEN,84014,Centerville,Davis,UT,Dentist,60,13,0.2167,0,0
2015,1588693808,ARBUCKLE,KENT,84014,Centerville,Davis,UT,Dentist,60,,,,
2015,1508061334,PITT,JEREM,84014,Centerville,Davis,UT,Dentist,58,,,,
2016,1386840650,PITT,JASON,84014,Centerville,Davis,UT,Dentist,49,,,0,
2016,1588693808,ARBUCKLE,KENT,84014,Centerville,Davis,UT,Dentist,47,,,0,
2015,1700090883,SAMUELSON,KIM,84014,Centerville,Davis,UT,Dentist,47,,,,
2016,1558455527,RIGBY,BRIAN,84014,Centerville,Davis,UT,Dentist,44,,,0,
2015,1669683728,HUFFAKER,DAVID,84014,Centerville,Davis,UT,Dentist,42,,,,
2015,1750584264,RAMSDELL,CHRIS,84014,Centerville,Davis,UT,Dentist,40,,,,
2016,1750584264,RAMSDELL,CHRIS,84014,Centerville,Davis,UT,Dentist,33,,,0,
2016,1508061334,PITT,JEREM,84014,Centerville,Davis,UT,Dentist,32,,,0,
2015,1558455527,RIGBY,BRIAN,84014,Centerville,Davis,UT,Dentist,32,0,0,,
2016,1285667980,PHAM,MARIAN,84014,Centerville,Davis,UT,Internal Medicine,31,0,0,0,
2015,1386840650,PITT,JASON,84014,Centerville,Davis,UT,Dentist,31,,,,
2016,1669683728,HUFFAKER,DAVID,84014,Centerville,Davis,UT,Dentist,29,,,0,
2016,1245269687,ARBUCKLE,JEFFREY,84014,Centerville,Davis,UT,Dentist,26,,,0,
2015,1073776787,NELSON,JOHN,84014,Centerville,Davis,UT,Obstetrics/Gynecology,22,0,0,,
2016,1851466197,WYBROW,MASON,84014,Centerville,Davis,UT,Optometry,21,0,0,0,
2016,1467860890,GOMEZ,ERNEST,84014,Centerville,Davis,UT,Dentist,20,,,0,
2015,1245269687,ARBUCKLE,JEFFREY,84014,Centerville,Davis,UT,Dentist,19,,,,
2016,1689725137,DASTRUP,KENT,84014,Centerville,Davis,UT,Dentist,17,,,0,
2015,1881806842,HUFFAKER,FORD,84014,Centerville,Davis,UT,Dentist,17,0,0,,
2016,1578018834,ROWLEY,JENNIFER,84014,Centerville,Davis,UT,Nurse Practitioner,14,,,0,
2016,1881806842,HUFFAKER,FORD,84014,Centerville,Davis,UT,Dentist,14,0,0,0,
2015,1689725137,DASTRUP,KENT,84014,Centerville,Davis,UT,Dentist,14,,,,
2016,1023454022,MCDONOUGH,COURTNEY,84014,Centerville,Davis,UT,Licensed Clinical Social Worker,11,0,0,0,
2015,1144339904,DIXON,TYLER,84015,Clearfield,Davis,UT,Family Practice,3748,279,0.0744,,
2015,1942306956,DRESCHER,RONALD,84015,Clearfield,Davis,UT,Physician Assistant,3020,257,0.0851,,
2015,1114355567,BARRETTE,TARYN,84015,Clearfield,Davis,UT,Physician Assistant,2577,105,0.0407,,
2015,1912003922,ERICKSEN,COREY,84015,Clearfield,Davis,UT,Family Practice,2244,155,0.0691,,
2015,1548366552,ASTLE,NELSON,84015,Clearfield,Davis,UT,Family Practice,2139,180,0.0842,16,0.0889
2016,1215111273,PAGE,KIMBERLY,84015,Clearfield,Davis,UT,Family Practice,1859,54,0.029,0,0
2016,1447696133,TUCKETT,DARRIN,84015,Clearfield,Davis,UT,Nurse Practitioner,1814,13,0.0072,0,0
2015,1447696133,TUCKETT,DARRIN,84015,Clearfield,Davis,UT,Nurse Practitioner,1789,22,0.0123,,
2016,1114023124,TAYLOR,ELMO,84015,Clearfield,Davis,UT,Physician Assistant,1772,66,0.0372,,
2015,1114023124,TAYLOR,ELMO,84015,Clearfield,Davis,UT,Physician Assistant,1602,76,0.0474,,
2016,1780987719,HARWARD,LISA,84015,Clearfield,Davis,UT,Nurse Practitioner,1243,438,0.3524,43,0.0982
2015,1356447882,GOODRICH,MARK,84015,Clearfield,Davis,UT,Physician Assistant,1213,63,0.0519,,
2016,1669769451,HOGAN,ERIC,84015,Clearfield,Davis,UT,Family Practice,1192,76,0.0638,0,0
2016,1760610349,MONROY,CARISSA,84015,Clearfield,Davis,UT,Family Practice,1143,65,0.0569,0,0
2016,1356447882,GOODRICH,MARK,84015,Clearfield,Davis,UT,Physician Assistant,1086,51,0.047,0,0
2016,1407083710,JORGENSEN,MARK,84015,Clearfield,Davis,UT,Family Practice,1072,50,0.0466,0,0
2015,1215111273,PAGE,KIMBERLY,84015,Clearfield,Davis,UT,Family Practice,1018,32,0.0314,,
2016,1780780791,KIMBALL,CASSANDRA,84015,Clearfield,Davis,UT,Physician Assistant,860,55,0.064,0,0
2015,1760610349,MONROY,CARISSA,84015,Clearfield,Davis,UT,Family Practice,856,57,0.0666,,
2015,1780987719,HARWARD,LISA,84015,Clearfield,Davis,UT,Nurse Practitioner,764,415,0.5432,49,0.1181
2016,1447632229,REGALADO,CRISTINA,84015,Clearfield,Davis,UT,Physician Assistant,750,,,0,
2015,1407083710,JORGENSEN,MARK,84015,Clearfield,Davis,UT,Family Practice,748,22,0.0294,,
2015,1780780791,KIMBALL,CASSANDRA,84015,Clearfield,Davis,UT,Physician Assistant,725,38,0.0524,,
2016,1912003922,ERICKSEN,COREY,84015,Clearfield,Davis,UT,Family Practice,614,14,0.0228,0,0
2016,1619074259,NEWEY,MARK,84015,Clearfield,Davis,UT,Oral Surgery (Dentists only),404,64,0.1584,0,0
2016,1093960668,ARRINGTON,SARA,84015,Clearfield,Davis,UT,Nurse Practitioner,391,31,0.0793,0,0
2016,1356509897,BACA,KIRSTIN,84015,Clearfield,Davis,UT,Anesthesiology,346,172,0.4971,19,0.1105
2015,1669769451,HOGAN,ERIC,84015,Clearfield,Davis,UT,Family Practice,211,15,0.0711,,
2015,1992109946,WARNER,DONTAI,84015,Clearfield,Davis,UT,Physician Assistant,170,13,0.0765,,
2015,1619074259,NEWEY,MARK,84015,Clearfield,Davis,UT,Oral Surgery (dentists only),129,47,0.3643,,
2016,1124037460,GUERRA,CHAD,84015,Clearfield,Davis,UT,Dentist,115,27,0.2348,,
2016,1932397197,GOUPIOS,PANOS,84015,Clearfield,Davis,UT,Dentist,115,57,0.4957,0,0
2015,1932397197,GOUPIOS,PANOS,84015,Clearfield,Davis,UT,Dentist,113,67,0.5929,,
2015,1447632229,REGALADO,CRISTINA,84015,Clearfield,Davis,UT,Physician Assistant,112,,,,
2016,1720442775,BREEN,ANNAMARIE,84015,Clearfield,Davis,UT,Nurse Practitioner,105,,,0,
2015,1124037460,GUERRA,CHAD,84015,Clearfield,Davis,UT,Dentist,90,12,0.1333,,
2015,1629210646,BRADY,LIENA,84015,Clearfield,Davis,UT,Nurse Practitioner,84,24,0.2857,,
2016,1316399306,BYRD,AMANDA,84015,Clearfield,Davis,UT,Nurse Practitioner,81,,,0,
2015,1164440665,SANDBERG,EMILY,84015,Clearfield,Davis,UT,Physician Assistant,72,28,0.3889,,
2016,1164440665,SANDBERG,EMILY,84015,Clearfield,Davis,UT,Physician Assistant,64,17,0.2656,0,0
2016,1225260037,LARSON,BRYAN,84015,Clearfield,Davis,UT,Dentist,60,18,0.3,0,0
2015,1225260037,LARSON,BRYAN,84015,Clearfield,Davis,UT,Dentist,58,21,0.3621,,
2016,1710040654,GOUPIOS,CHARALABOS,84015,Clearfield,Davis,UT,Dentist,47,14,0.2979,0,0
2016,1629210646,BRADY,LIENA,84015,Clearfield,Davis,UT,Nurse Practitioner,45,13,0.2889,0,0
2016,1770698912,ANDERSON,ROBERT,84015,Clearfield,Davis,UT,Dentist,41,,,0,
2016,1184840779,AUSTAD,THOMAS,84015,Clearfield,Davis,UT,Dentist,35,,,0,
2015,1184840779,AUSTAD,THOMAS,84015,Clearfield,Davis,UT,Dentist,31,,,,
2016,1417185174,RORING,JOHN,84015,Clearfield,Davis,UT,Dentist,29,14,0.4828,0,0
2016,1245575554,WALDROND,RYDER,84015,Clearfield,Davis,UT,Dentist,28,,,0,
2015,1417185174,RORING,JOHN,84015,Clearfield,Davis,UT,Dentist,28,16,0.5714,,
2015,1508931692,CARLTON,SCOTT,84015,Clearfield,Davis,UT,Dentist,26,,,,
2016,1841493673,PALMER,ROBERT,84015,Clearfield,Davis,UT,Dentist,23,,,0,
2015,1164519245,EGGERT,MARK,84015,Clearfield,Davis,UT,Dentist,23,,,,
2016,1437169331,ROBINS,CHRISTOPHER,84015,Clearfield,Davis,UT,Dentist,22,,,0,
2015,1073684338,SORENSEN,CLIFFORD,84015,Clearfield,Davis,UT,Dentist,22,,,,
2015,1710040654,GOUPIOS,CHARALABOS,84015,Clearfield,Davis,UT,Dentist,21,11,0.5238,,
2015,1770698912,ANDERSON,ROBERT,84015,Clearfield,Davis,UT,Dentist,20,,,,
2016,1073684338,SORENSEN,CLIFFORD,84015,Clearfield,Davis,UT,Dentist,19,,,0,
2016,1508931692,CARLTON,SCOTT,84015,Clearfield,Davis,UT,Dentist,18,,,0,
2015,1750465076,COX,KEVIN,84015,Clearfield,Davis,UT,Dentist,18,,,,
2015,1821182098,BROUGH,GRANT,84015,Clearfield,Davis,UT,Dentist,18,,,,
2016,1164519245,EGGERT,MARK,84015,Clearfield,Davis,UT,Dentist,17,,,0,
2015,1487663985,HESS,JASON,84015,Clearfield,Davis,UT,Dentist,17,0,0,,
2015,1740355825,SCOVILLE,RONALD,84015,Clearfield,Davis,UT,Dentist,17,0,0,,
2015,1841493673,PALMER,ROBERT,84015,Clearfield,Davis,UT,Dentist,16,,,,
2015,1083684815,BRONSON,MICHAEL,84015,Clearfield,Davis,UT,Dentist,15,,,,
2015,1437169331,ROBINS,CHRISTOPHER,84015,Clearfield,Davis,UT,Dentist,14,,,,
2015,1003803792,HAACKE,CYNTHIA,84016,Clearfield,Davis,UT,Nurse Practitioner,14,,,,
2016,1487663985,HESS,JASON,84015,Clearfield,Davis,UT,Dentist,13,0,0,0,
2016,1821182098,BROUGH,GRANT,84015,Clearfield,Davis,UT,Dentist,13,,,0,
2016,1851359897,SCOVILLE,RONALD,84015,Clearfield,Davis,UT,Dentist,13,,,0,
2015,1851359897,SCOVILLE,RONALD,84015,Clearfield,Davis,UT,Dentist,13,,,,
2015,1952460362,DAVIS COUNTY UTAH,,84015,Clearfield,Davis,UT,Public Health Welfare Agency,13,0,0,,
2016,1083684815,BRONSON,MICHAEL,84015,Clearfield,Davis,UT,Dentist,12,,,0,
2016,1881801579,BOSTROM,SAMANTHA,84015,Clearfield,Davis,UT,Pediatric Medicine,12,0,0,0,
2016,1336398189,HALES,NATHAN,84015,Clearfield,Davis,UT,Chiropractic,11,0,0,0,
2016,1588634521,HOLT,JUSTIN,84015,Clearfield,Davis,UT,Optometry,11,0,0,0,
2016,1740355825,SCOVILLE,RONALD,84015,Clearfield,Davis,UT,Dentist,11,0,0,0,
2016,1750465076,COX,KEVIN,84015,Clearfield,Davis,UT,Dentist,11,,,0,
2016,1427210269,BARNEY,WESTON,84020,Draper,Salt Lake,UT,Optometry,323,,,0,
2015,1942224050,ALLEN,DONALD,84017,Coalville,Summit,UT,Family Practice,4714,622,0.1319,130,0.209
2016,1942224050,ALLEN,DONALD,84017,Coalville,Summit,UT,Family Practice,4298,573,0.1333,105,0.1832
2016,1487866208,VERNON,JEANETTE,84017,Coalville,Summit,UT,Physician Assistant,3785,264,0.0697,46,0.1742
2015,1487866208,VERNON,JEANETTE,84017,Coalville,Summit,UT,Physician Assistant,3524,256,0.0726,47,0.1836
2016,1891976783,HARPER,JASON,84017,Coalville,Summit,UT,Family Practice,3095,213,0.0688,19,0.0892
2015,1740453703,ROALSTAD,MELINDA,84017,Coalville,Summit,UT,Physician Assistant,571,14,0.0245,,
2016,1740453703,ROALSTAD,MELINDA,84017,Coalville,Summit,UT,Physician Assistant,482,16,0.0332,,
2015,1568505691,STAHELI,CLARK,84783,Dammeron Valley,Washington,UT,Family Practice,1674,37,0.0221,,
2016,1568505691,STAHELI,CLARK,84783,Dammeron Valley,Washington,UT,Family Practice,358,,,0,
2015,1235231747,SHAMO,STEVEN,84624,Delta,Millard,UT,Family Practice,11685,1113,0.0953,151,0.1357
2016,1235231747,SHAMO,STEVEN,84624,Delta,Millard,UT,Family Practice,11024,1050,0.0952,157,0.1495
2015,1518069020,SMITH,ALAN,84624,Delta,Millard,UT,Family Practice,10925,1165,0.1066,96,0.0824
2016,1518069020,SMITH,ALAN,84624,Delta,Millard,UT,Family Practice,10312,1151,0.1116,81,0.0704
2016,1609127885,NIELSON,CODY,84624,Delta,Millard,UT,Physician Assistant,748,85,0.1136,0,0
2015,1609127885,NIELSON,CODY,84624,Delta,Millard,UT,Physician Assistant,692,69,0.0997,,
2015,1013004498,DRAPER,RONALD,84624,Delta,Millard,UT,Nurse Practitioner,449,21,0.0468,,
2016,1013004498,DRAPER,RONALD,84624,Delta,Millard,UT,Nurse Practitioner,370,,,0,
2015,1306948815,CAZIER,SONJA,84624,Delta,Millard,UT,Nurse Practitioner,247,0,0,,
2016,1376676825,DELOACH,DENNIS,84624,Delta,Millard,UT,Dentist,129,,,0,
2015,1376676825,DELOACH,DENNIS,84624,Delta,Millard,UT,Dentist,116,,,,
2016,1144656323,STUCKI,SCOTT,84624,Delta,Millard,UT,Dentist,103,11,0.1068,0,0
2015,1144656323,STUCKI,SCOTT,84624,Delta,Millard,UT,Dentist,98,12,0.1224,,
2016,1053400143,CHURCH,CRAIG,84624,Delta,Millard,UT,Dentist,44,0,0,0,
2015,1053400143,CHURCH,CRAIG,84624,Delta,Millard,UT,Dentist,40,0,0,,
2016,1306948815,CAZIER,SONJA,84624,Delta,Millard,UT,Nurse Practitioner,21,0,0,0,
2015,1649356874,CHANDLER,THOMAS,84624,Delta,Millard,UT,Dentist,21,,,,
2016,1649356874,CHANDLER,THOMAS,84624,Delta,Millard,UT,Dentist,18,,,0,
2016,1427408988,DELOACH,DENNIS,84624,Delta,Millard,UT,Dentist,12,0,0,0,
2016,1225291727,VELLINGA,JONATHAN,84020,Draper,Salt Lake,UT,Internal Medicine,10589,550,0.0519,25,0.0455
2015,1225291727,VELLINGA,JONATHAN,84020,Draper,Salt Lake,UT,Internal Medicine,10017,554,0.0553,26,0.0469
2016,1174831408,ANDERSEN,BRITTNEY,84020,Draper,Salt Lake,UT,Nurse Practitioner,8357,477,0.0571,93,0.195
2016,1326200627,MUIR,GARTH,84020,Draper,Salt Lake,UT,Internal Medicine,8072,438,0.0543,45,0.1027
2016,1255434296,JACK,DAVID,84020,Draper,Salt Lake,UT,Family Practice,5604,320,0.0571,14,0.0438
2015,1255434296,JACK,DAVID,84020,Draper,Salt Lake,UT,Family Practice,5262,325,0.0618,21,0.0646
2016,1639163215,EDWARDS,THOMAS,84020,Draper,Salt Lake,UT,Interventional Cardiology,5120,11,0.0021,0,0
2015,1326200627,MUIR,GARTH,84020,Draper,Salt Lake,UT,Internal Medicine,4027,445,0.1105,52,0.1169
2015,1174831408,ANDERSEN,BRITTNEY,84020,Draper,Salt Lake,UT,Nurse Practitioner,3422,248,0.0725,34,0.1371
2016,1730140484,BEARD-ELY,VANESSA,84020,Draper,Salt Lake,UT,Physician Assistant,3166,,,0,
2016,1750320925,SWENSON,JENNIFER,84020,Draper,Salt Lake,UT,Family Practice,2455,118,0.0481,,
2016,1558345397,BAGLEY,JARROD,84020,Draper,Salt Lake,UT,Nurse Practitioner,2439,31,0.0127,0,0
2015,1558345397,BAGLEY,JARROD,84020,Draper,Salt Lake,UT,Nurse Practitioner,2248,46,0.0205,,
2015,1629196399,GROVES,JEFFREY,84020,Draper,Salt Lake,UT,Neurology,2228,,,,
2015,1750320925,SWENSON,JENNIFER,84020,Draper,Salt Lake,UT,Family Practice,2177,100,0.0459,,
2016,1285941310,FURNESS,TODD,84020,Draper,Salt Lake,UT,Family Practice,2109,110,0.0522,12,0.1091
2016,1699767012,LOPEZ,RONALD,84020,Draper,Salt Lake,UT,Family Practice,2079,48,0.0231,0,0
2015,1699767012,LOPEZ,RONALD,84020,Draper,Salt Lake,UT,Family Practice,1941,62,0.0319,,
2016,1366782567,ROBINSON,ANDREW,84020,Draper,Salt Lake,UT,Family Practice,1937,54,0.0279,,
2015,1285941310,FURNESS,TODD,84020,Draper,Salt Lake,UT,Family Practice,1908,145,0.076,16,0.1103
2015,1639299282,SERMON,GABRIEL,84020,Draper,Salt Lake,UT,Physician Assistant,1857,103,0.0555,,
2016,1639299282,SERMON,GABRIEL,84020,Draper,Salt Lake,UT,Physician Assistant,1719,124,0.0721,,
2016,1861413742,SCHEIDELL,RENEE,84020,Draper,Salt Lake,UT,Internal Medicine,1644,71,0.0432,0,0
2016,1447583471,KLEMETSON,LEEANN,84020,Draper,Salt Lake,UT,Nurse Practitioner,1602,82,0.0512,,
2015,1861413742,SCHEIDELL,RENEE,84020,Draper,Salt Lake,UT,Internal Medicine,1573,86,0.0547,,
2015,1871577031,RODIER,HUGO,84020,Draper,Salt Lake,UT,Internal Medicine,1571,84,0.0535,21,0.25
2016,1841430733,PRATER,SUSAN,84020,Draper,Salt Lake,UT,Family Practice,1435,44,0.0307,,
2016,1629196399,GROVES,JEFFREY,84020,Draper,Salt Lake,UT,Neurology,1418,,,0,
2015,1881952315,HARDENBROOK,SPENCER,84020,Draper,Salt Lake,UT,Family Practice,1384,77,0.0556,,
2015,1447583471,KLEMETSON,LEEANN,84020,Draper,Salt Lake,UT,Nurse Practitioner,1161,50,0.0431,,
2016,1881952315,HARDENBROOK,SPENCER,84020,Draper,Salt Lake,UT,Family Practice,1154,23,0.0199,0,0
2016,1225131444,BRADLEY,MICHAEL,84020,Draper,Salt Lake,UT,Ophthalmology,977,11,0.0113,0,0
2015,1841430733,PRATER,SUSAN,84020,Draper,Salt Lake,UT,Family Practice,945,51,0.054,,
2015,1366782567,ROBINSON,ANDREW,84020,Draper,Salt Lake,UT,Family Practice,938,32,0.0341,,
2015,1225131444,BRADLEY,MICHAEL,84020,Draper,Salt Lake,UT,Ophthalmology,915,,,,
2016,1578852174,ROBERT,LANCE,84020,Draper,Salt Lake,UT,Family Practice,873,,,0,
2016,1568797652,PARKINSON,DAVID,84020,Draper,Salt Lake,UT,Optometry,827,0,0,0,
2015,1104978873,HAMILTON,CARLIE,84020,Draper,Salt Lake,UT,Nurse Practitioner,812,93,0.1145,20,0.2151
2015,1568797652,PARKINSON,DAVID,84020,Draper,Salt Lake,UT,Optometry,789,,,,
2016,1104978873,HAMILTON,CARLIE,84020,Draper,Salt Lake,UT,Nurse Practitioner,726,62,0.0854,,
2016,1174546337,HOLMBERG,TRENT,84020,Draper,Salt Lake,UT,Neuropsychiatry,719,0,0,0,
2015,1174546337,HOLMBERG,TRENT,84020,Draper,Salt Lake,UT,Neuropsychiatry,666,0,0,,
2015,1578852174,ROBERT,LANCE,84020,Draper,Salt Lake,UT,Family Practice,650,16,0.0246,,
2016,1275535411,HARRIS,DUANE,84020,Draper,Salt Lake,UT,Allergy/ Immunology,624,0,0,0,
2015,1043218464,ROWLEY,SHARI,84020,Draper,Salt Lake,UT,Emergency Medicine,577,208,0.3605,,
2015,1275535411,HARRIS,DUANE,84020,Draper,Salt Lake,UT,Allergy/Immunology,573,0,0,,
2016,1043218464,ROWLEY,SHARI,84020,Draper,Salt Lake,UT,Emergency Medicine,570,220,0.386,0,0
2016,1841237005,FOSTER,CARLA,84020,Draper,Salt Lake,UT,Family Practice,547,45,0.0823,0,0
2016,1255535480,COLEMAN,JEREMY,84020,Draper,Salt Lake,UT,Family Practice,444,29,0.0653,0,0
2016,1871577031,RODIER,HUGO,84020,Draper,Salt Lake,UT,Internal Medicine,418,31,0.0742,0,0
2015,1841577681,COOK,LAURA,84020,Draper,Salt Lake,UT,Physician Assistant,323,,,,
2015,1174635403,ORME,ROBERT,84020,Draper,Salt Lake,UT,Dermatology,310,0,0,,
2016,1841577681,COOK,LAURA,84020,Draper,Salt Lake,UT,Physician Assistant,307,13,0.0423,0,0
2015,1013963651,WINTERTON,PAUL,84020,Draper,Salt Lake,UT,Orthopedic Surgery,297,140,0.4714,,
2016,1174635403,ORME,ROBERT,84020,Draper,Salt Lake,UT,Dermatology,280,0,0,0,
2015,1255535480,COLEMAN,JEREMY,84020,Draper,Salt Lake,UT,Family Practice,278,12,0.0432,,
2015,1841237005,FOSTER,CARLA,84020,Draper,Salt Lake,UT,Family Practice,278,,,,
2016,1013963651,WINTERTON,PAUL,84020,Draper,Salt Lake,UT,Orthopedic Surgery,276,103,0.3732,0,0
2016,1922481696,HOOLEY,JOHN,84020,Draper,Salt Lake,UT,Physician Assistant,266,,,0,
2015,1346252152,LAW,CASEY,84020,Draper,Salt Lake,UT,Family Practice,263,,,,
2015,1932428232,ATKIN,JOSEPH,84020,Draper,Salt Lake,UT,Family Practice,255,,,,
2016,1295805364,WOJCIECHOWSKI,RYAN,84020,Draper,Salt Lake,UT,Physician Assistant,249,,,0,
2016,1932428232,ATKIN,JOSEPH,84020,Draper,Salt Lake,UT,Family Practice,244,11,0.0451,0,0
2016,1205018173,GIBNEY,REBEKAH,84020,Draper,Salt Lake,UT,Nurse Practitioner,242,21,0.0868,,
2016,1346252152,LAW,CASEY,84020,Draper,Salt Lake,UT,Family Practice,232,,,0,
2015,1366798035,LUCEY,AMBER,84020,Draper,Salt Lake,UT,Nurse Practitioner,231,0,0,,
2016,1992794846,"HOOPES, JR.",PHILLIP,84020,Draper,Salt Lake,UT,Ophthalmology,202,0,0,0,
2015,1427210269,BARNEY,WESTON,84020,Draper,Salt Lake,UT,Optometry,176,,,,
2015,1013312339,KELLY,NICOLE,84020,Draper,Salt Lake,UT,Physician Assistant,171,,,,
2015,1679520811,NEFF,RENEE,84020,Draper,Salt Lake,UT,Nurse Practitioner,168,,,,
2016,1184961302,GOODWIN,STERLING,84020,Draper,Salt Lake,UT,Physician Assistant,136,,,0,
2015,1871609222,LEWIS,BRADLEY,84020,Draper,Salt Lake,UT,Family Practice,136,,,,
2015,1972717254,CROFTS,WILLIAM,84020,Draper,Salt Lake,UT,Dentist,136,35,0.2574,,
2016,1124461926,DUFORD,CHAD,84020,Draper,Salt Lake,UT,Physician Assistant,135,62,0.4593,,
2015,1184961302,GOODWIN,STERLING,84020,Draper,Salt Lake,UT,Physician Assistant,135,,,,
2016,1871609222,LEWIS,BRADLEY,84020,Draper,Salt Lake,UT,Family Practice,131,,,0,
2016,1972717254,CROFTS,WILLIAM,84020,Draper,Salt Lake,UT,Dentist,121,38,0.314,0,0
2016,1013312339,KELLY,NICOLE,84020,Draper,Salt Lake,UT,Physician Assistant,120,,,0,
2016,1003057894,MCINTOSH,RENEE,84020,Draper,Salt Lake,UT,Optometry,115,,,0,
2015,1225288376,JOHNSON,JENNIFER,84020,Draper,Salt Lake,UT,Physician Assistant,104,,,,
2015,1720414204,COOKLER,SARAH,84020,Draper,Salt Lake,UT,Physician Assistant,104,,,,
2016,1508006487,LINN,STEVE,84020,Draper,Salt Lake,UT,Optometry,101,0,0,0,
2015,1427038256,BINDRUP,JED,84020,Draper,Salt Lake,UT,Plastic and Reconstructive Surgery,101,19,0.1881,,
2016,1427038256,BINDRUP,JED,84020,Draper,Salt Lake,UT,Plastic and Reconstructive Surgery,95,26,0.2737,0,0
2015,1205018173,GIBNEY,REBEKAH,84020,Draper,Salt Lake,UT,Nurse Practitioner,95,0,0,,
2015,1992794846,"HOOPES, JR.",PHILLIP,84020,Draper,Salt Lake,UT,Ophthalmology,94,,,,
2015,1871541227,ANDERSON,CRAIG,84020,Draper,Salt Lake,UT,Otolaryngology,93,0,0,,
2015,1629067921,HOOPES,PHILLIP,84020,Draper,Salt Lake,UT,Ophthalmology,92,,,,
2016,1922070093,ANDERSEN,MATTHEW,84020,Draper,Salt Lake,UT,Family Practice,90,,,0,
2016,1629067921,HOOPES,PHILLIP,84020,Draper,Salt Lake,UT,Ophthalmology,87,0,0,0,
2015,1871751297,CAMPBELL,AMY,84020,Draper,Salt Lake,UT,Nurse Practitioner,87,,,,
2016,1871541227,ANDERSON,CRAIG,84020,Draper,Salt Lake,UT,Otolaryngology,83,,,0,
2016,1679520811,NEFF,RENEE,84020,Draper,Salt Lake,UT,Nurse Practitioner,82,,,0,
2016,1598879330,BAIRD,NEIL,84020,Draper,Salt Lake,UT,Dentist,76,27,0.3553,0,0
2016,1598971475,WOODBURY,SPENCER,84020,Draper,Salt Lake,UT,Dentist,72,29,0.4028,0,0
2016,1669797742,ORR,ROCHELLE,84020,Draper,Salt Lake,UT,Obstetrics & Gynecology,71,,,0,
2016,1124034012,SLOAN,CARRIE,84020,Draper,Salt Lake,UT,Obstetrics & Gynecology,68,,,0,
2016,1457337594,WARNOCK,STEVEN,84020,Draper,Salt Lake,UT,Plastic and Reconstructive Surgery,66,26,0.3939,0,0
2016,1275675514,RUBISCH,DON,84020,Draper,Salt Lake,UT,Dentist,64,,,0,
2015,1588768048,GLASSETT,NELSON,84020,Draper,Salt Lake,UT,Dentist,64,,,,
2015,1689697146,SMALLWOOD,JULIE,84020,Draper,Salt Lake,UT,Internal Medicine,64,0,0,,
